item_id item_vec price location special_item
11 -0.2137,2.4328,-0.3633,-0.1441,1.3448,-0.8541,-1.8973,-1.6035,-0.0308,-0.9199,-1.242,-0.6377,0.5496,-0.6306,1.589,0.0945,-1.0049,-1.0555,1.2557,1.719,0.9175,-1.6441,1.6355,-0.2326,1.1893,1.4785,0.4029,-0.1556,-1.6255,0.5923,-1.5622,-1.2476,0.4053,-1.5605,-0.4664,1.0487,0.4423,1.6625,0.1004,-1.6677 12.7 1 0
12 -0.2137,-0.7579,-0.3633,-0.1451,1.4689,-0.9272,-1.8973,-1.5913,0.6154,-1.5658,0.1672,0.0993,-1.7232,-1.2116,-0.4864,-0.0644,-0.7539,1.8964,0.4434,-0.6066,-1.2702,0.384,0.6395,-0.3773,-1.4191,0.3023,0.0989,-0.7185,-0.884,1.3487,-1.5317,1.2694,-0.6574,1.3254,0.8327,-0.1704,-1.0596,-0.1675,-0.7878,-0.8254 13.0 1 0
13 -0.2137,-0.7579,-0.3633,-0.1453,1.4689,-0.7064,-1.8973,-1.5791,0.1599,-0.94,0.8359,-0.8708,0.2695,0.8614,-1.1558,0.4504,0.4453,1.7052,1.4174,-0.9307,-1.1734,1.0728,-1.1142,-0.5186,0.0109,1.3556,1.6154,-0.525,0.5173,-1.6631,-1.6537,-1.5481,-0.1487,1.3649,-0.8288,-0.1873,-0.9051,0.3752,1.1378,-1.7347 13.6 1 0
14 0.6758,0.6602,-0.3633,-0.1309,1.7247,-0.7678,-1.8973,-1.5668,0.4812,-0.0182,0.3433,-0.0207,0.0035,-0.1149,0.7716,0.9618,-1.2559,-0.46,1.5641,0.649,1.4821,1.2251,-1.6591,-0.7357,-0.043,-1.183,-0.3675,-1.6015,-1.2888,-0.256,1.6396,-1.3103,-0.971,0.5573,-1.726,1.1702,-0.4253,1.5367,1.4937,-0.9664 11.2 1 0
15 0.6758,-0.0489,-0.3633,-0.1389,1.8565,-0.0384,-1.8973,-1.5546,-1.3091,0.5235,0.1852,-0.48,1.2516,-1.4935,-1.3677,1.5493,0.5638,-0.2211,-1.6324,0.9157,0.6497,-0.7166,0.8344,1.3696,-0.9197,-0.2525,1.4185,-0.5672,0.769,1.4475,-0.4916,-0.0551,-0.0337,1.3183,0.0898,0.4847,-1.0859,0.0178,-0.025,0.7605 11.5 1 0
16 0.6758,-0.7579,-0.3633,-0.1425,1.5503,-0.7663,-1.8973,-1.5423,0.3894,-0.5161,0.9221,-0.1373,1.397,0.3114,0.4386,-0.2683,-0.9422,0.0032,1.5227,0.1157,1.1111,-0.7131,-0.4033,-0.274,-0.7328,-0.8986,1.2354,0.9525,1.6465,-0.4332,-1.4775,-0.6365,-0.8665,0.4747,-1.2918,1.1061,-1.2666,-0.3991,-1.3065,1.6345 13.0 1 0
17 0.6758,2.0783,-0.3633,-0.1454,1.2053,-0.3557,-1.8973,-1.5301,-0.5852,0.833,0.7604,-0.7817,0.5354,-0.3762,1.6159,0.6266,-0.2519,-0.0593,1.0413,0.1359,-0.4667,-0.7269,-0.4827,-1.5213,0.7869,-0.8143,0.662,0.9701,1.1125,-1.5371,1.3854,1.1901,-0.8421,-0.2324,1.03,-1.5617,1.1784,-1.3919,1.2225,-1.4351 13.8 1 0
18 0.6758,-0.7579,-0.3633,-0.1418,1.372,-0.5328,-1.8973,-1.5179,-0.9736,0.8363,-0.7064,-1.5873,1.6452,0.5142,-1.4552,-0.0022,-1.6324,-0.0483,-1.6888,1.3646,1.3886,0.2698,-1.2766,0.0637,-1.6813,-1.32,0.9522,0.8364,1.1261,0.9194,0.596,-1.0593,1.1997,-1.1477,-0.1004,-1.3591,-1.3488,0.3686,0.0665,1.0142 12.1 1 0
19 0.6758,1.7238,-0.3633,-0.1412,1.6355,-0.5171,-1.8973,-1.5056,-1.3409,-0.4589,0.577,0.6957,1.5069,1.329,-0.0592,0.7476,-0.6249,1.7163,0.1238,0.1326,-1.3896,1.3358,-0.2662,0.5392,1.6995,0.4462,0.5307,-1.3798,-1.5167,0.5105,1.4159,0.873,-0.0616,1.0885,-1.3025,-0.9302,-0.3892,1.5797,1.114,-0.0325 12.5 1 0
20 0.6758,1.7238,-0.3633,-0.1432,1.6045,-0.0305,-1.8973,-1.4934,-0.3416,-0.8728,-1.8388,0.9528,-1.0779,0.0639,-0.2442,-1.5157,-0.9701,0.1907,-0.335,-0.8497,-1.2153,-1.2149,1.0256,0.0534,0.1043,-0.0559,-0.3847,-0.219,0.7724,-0.3923,-1.2302,1.2231,0.7816,0.026,-1.3384,0.1301,-1.1582,-0.548,1.6022,-1.0721 11.8 1 0
21 0.6758,-0.7579,-0.3633,-0.1403,0.899,-0.4578,-1.8973,-1.4811,-0.7159,0.5403,-0.4979,-1.2445,0.9786,-0.4724,1.4747,0.0634,-0.9422,-0.3938,-1.2526,0.4465,-0.6023,-1.0661,0.9246,1.3972,0.1402,-1.0496,0.3407,0.8294,0.2282,0.2482,0.5282,0.0935,-0.2881,1.5911,0.8614,0.326,0.0972,-1.5739,-0.2725,-0.8113 13.5 1 0
22 0.6758,-0.7579,-0.3633,-0.1459,1.1626,-0.6883,-1.8973,-1.4689,-0.2215,-1.2361,-0.7675,-0.0721,-0.0248,1.6728,-0.0289,1.4421,0.9996,-1.2467,-1.042,1.584,1.3144,1.7754,1.3576,-0.8942,1.1103,1.3662,0.4443,1.6842,-0.8942,0.8989,-0.2273,0.4073,0.6317,1.7059,1.414,-1.0214,0.7676,-0.8128,-1.5811,1.4547 13.8 1 0
23 0.6758,-0.7579,-0.3633,-0.1461,1.1045,-0.6883,-1.8973,-1.4566,-1.3267,-1.2698,0.3074,-0.2367,-0.351,-1.0741,1.2829,1.1933,0.9822,-0.5151,1.3384,1.0709,0.3173,-0.097,1.6138,0.5082,-0.7652,0.4146,1.1767,-1.0632,-0.9385,-1.0464,0.779,1.1802,-0.3543,0.1804,-1.6291,0.7819,-0.0211,0.994,-0.9201,-1.5866 13.5 1 0
24 0.6758,-0.7579,-0.3633,-0.144,1.0308,-0.5711,-1.8973,-1.4444,-0.2321,-0.8122,1.0839,0.7026,1.248,0.3595,0.3142,0.0634,-0.6877,1.0509,-1.7038,-0.8429,-1.4541,-0.5435,-1.8359,-0.8873,0.7761,0.8465,-0.3156,-0.2119,0.1568,0.5651,-1.1523,-0.25,0.9871,-1.4277,0.4415,0.5016,-1.5723,0.4546,-1.1336,-1.7029 12.6 1 0
25 0.6758,-0.7579,-0.3633,-0.1398,0.7401,-0.5367,-1.8973,-1.4322,-1.5492,0.15,-1.7813,0.233,-0.8013,0.0673,-0.2341,-0.0333,-1.6813,1.5214,-1.749,0.6085,-0.6378,-0.1974,1.7509,-0.5565,-0.4346,-1.2392,-0.6196,-0.8698,0.1874,0.8921,-0.1663,-0.9139,-0.7724,-0.1893,1.475,0.4543,-1.3784,-0.8624,-0.1878,1.5957 12.2 1 0
26 0.6758,0.3057,-0.3633,-0.143,1.3991,-0.3773,-1.8973,-1.4199,-0.4899,0.9743,-0.4691,1.4327,1.3331,0.0329,0.8154,0.4159,1.4528,-0.5041,-1.7114,-1.437,1.4273,-0.1663,1.5452,-0.8563,-0.2586,-0.2244,-1.6042,-0.4371,1.3064,-0.934,1.4769,1.3982,1.1718,-1.4098,-1.9305,-1.4435,-0.8427,1.3746,0.4564,-1.6007 12.8 1 0
27 0.6758,2.4328,-0.3633,-0.1439,1.2712,-0.6888,-1.8973,-1.4077,-0.3769,1.2905,-0.5985,1.5904,-0.7091,-1.3697,-0.2913,-0.8005,1.648,-0.9489,0.3005,-1.6395,0.5432,-0.3739,-1.1684,-1.1802,1.5773,0.6885,1.5498,0.1539,-1.6731,0.9671,0.4503,-0.9965,-0.6191,-0.5842,-0.2654,0.4611,-1.3751,0.4679,-1.6523,-0.3743 13.3 1 0
28 1.5653,0.6602,-0.3633,-0.1267,1.8759,-0.856,-1.8973,-1.3954,-1.3444,0.1836,0.178,0.5586,-0.3191,0.9646,0.8187,-0.5448,0.386,-0.188,-0.4817,-1.2243,0.2915,-1.4434,-0.4647,-1.063,0.4564,-1.6605,-0.7233,-0.3104,-0.197,-1.6904,-0.8948,0.9193,-1.3264,-0.0063,1.5576,1.1905,1.6253,-1.1867,0.3784,-0.1135 11.0 1 0
29 1.5653,-0.0489,-0.3633,-0.1337,1.7984,-0.4087,-1.8973,-1.3832,0.3859,1.6068,0.6345,1.5253,0.0213,1.329,-0.658,0.3951,1.7631,-1.2467,0.4961,1.1013,1.2305,1.6542,-0.4394,-0.5117,1.6133,0.994,1.2942,0.664,-1.4112,-0.222,0.8467,1.3883,-1.7096,-0.5375,0.3698,1.1702,1.3394,0.3454,-1.5845,-1.6395 11.2 1 0
30 1.5653,2.0783,-0.3633,-0.1426,0.9766,-0.5926,-1.8973,-1.371,-0.338,-1.3,0.8466,-0.2298,-0.0638,1.5146,-0.5301,0.834,-0.998,-0.313,1.173,0.7941,0.8271,0.256,0.1379,0.0878,-0.4059,0.5129,-0.2189,-1.5874,0.4221,0.6945,0.3961,1.3982,0.4401,-1.6323,0.5599,-1.0146,-0.3235,0.1204,-1.0794,0.8591 13.4 1 0
31 1.5653,-0.7579,-0.3633,-0.1407,1.8061,-0.6976,-1.8973,-1.3587,0.1245,1.5328,-0.9329,1.3265,0.0815,0.1704,0.5563,1.684,1.4214,-0.0556,0.8646,1.3308,0.298,0.1764,1.0834,0.0671,-0.5747,0.0214,-1.4867,0.8012,-0.8704,1.5394,0.4334,0.4601,-1.3333,-0.8067,-1.647,1.0048,-0.0277,0.223,1.2463,0.9191 11.8 1 0
32 1.5653,-0.7579,-0.3633,-0.1358,1.275,-0.7118,-1.8973,-1.3465,0.5236,0.9743,0.9797,-0.792,1.1594,-0.8987,-0.1198,-1.4328,0.8427,-1.368,0.2667,-0.8699,0.9756,0.8755,-0.0497,1.0354,-0.7975,-1.176,1.0351,0.5937,0.6363,-0.6444,0.535,1.4345,1.2868,0.8552,-1.098,1.3796,-1.0859,-0.4819,-1.4794,-1.058 11.8 1 0
33 1.5653,1.7238,-0.3633,-0.1388,1.6123,-0.702,-1.8973,-1.3342,0.0151,-1.4952,0.6597,0.1473,1.6877,1.494,-1.1962,-0.0575,1.397,-0.0777,-0.5005,1.1351,0.6916,-0.322,0.1343,-1.1802,0.8049,-0.7652,1.0523,0.3509,-0.3636,0.3232,-1.5927,0.5856,-1.5006,-0.8139,1.4499,0.2078,-1.4507,-0.1973,-0.52,-0.0818 12.0 1 0
34 1.5653,1.7238,-0.3633,-0.1419,1.4417,-0.4013,-1.8973,-1.322,-0.1827,-0.2874,0.5015,1.3402,-0.7765,0.9371,-1.6435,-0.334,-1.3814,-0.0042,-1.6738,-0.4615,-0.2118,-0.6785,-0.591,-1.6213,-1.146,-0.0138,-0.1775,0.5937,0.371,0.7899,-0.1934,0.0142,0.3077,0.4747,-1.1052,1.4843,-0.9774,-0.2734,-0.5132,-0.6245 12.7 1 0
35 1.5653,-0.7579,-0.3633,-0.1419,1.3332,-0.6608,-1.8973,-1.3098,0.8449,-0.6204,1.3571,1.6384,-1.1559,1.2465,-0.7421,1.6356,-0.977,0.7053,0.7067,-0.3737,0.8788,-1.2842,0.4483,1.2835,-0.3125,-0.4105,-1.2864,1.3535,-1.3194,-0.8522,1.0941,0.3445,1.1857,-0.1319,1.1592,-0.7917,0.83,-1.2066,1.1818,0.7851 13.1 1 0
36 1.5653,-0.7579,-0.3633,-0.145,0.9339,-0.8055,-1.8973,-1.2975,1.4982,-0.4253,1.5261,1.4225,0.1808,0.9852,1.33,1.2659,0.0305,1.8155,1.8386,-1.1467,-1.4767,-0.277,-0.7353,-1.5696,-0.4885,1.5804,-0.5471,-0.7818,1.0921,-1.4451,1.111,1.5171,-0.7584,-1.2734,-0.0681,1.5619,0.7545,0.2031,-0.4997,-1.2871 14.7 1 0
37 1.5653,-0.7579,-0.3633,-0.1454,0.9455,-0.8055,-1.8973,-1.2853,1.3287,0.3956,-1.5009,0.5518,1.1239,1.7037,0.0854,-0.1508,-0.4925,1.4405,1.3234,-0.0531,-0.399,1.5781,0.2354,-1.0458,0.7582,-0.4492,-0.4365,1.0017,-0.0711,0.933,-1.3217,1.2925,-1.748,-0.9826,-0.5956,-1.2544,-0.4615,1.1396,1.1818,-1.058 12.8 1 0
38 1.5653,-0.7579,-0.3633,-0.1442,1.0773,-0.7084,-1.8973,-1.273,-1.0513,-1.5254,1.3499,-1.5358,0.8651,-0.8747,-0.9203,-1.7196,-1.4128,0.3304,0.654,0.5309,0.9336,1.097,0.7333,-0.97,1.1857,0.0424,1.4531,0.3896,0.5615,-0.9442,-0.4137,-0.4251,1.5202,-0.6847,1.0516,1.3424,0.416,-0.9319,-0.6624,0.0627 13.6 1 0
39 1.5653,-0.7579,-0.3633,-0.1415,1.2634,-0.7099,-1.8973,-1.2608,0.8166,-1.0275,0.0845,0.2775,1.4218,-0.0427,0.146,-0.1128,-1.5,0.9957,-1.6437,-0.6471,1.2982,-1.0004,1.4947,-0.2774,-0.3017,-1.2427,-0.9858,-0.3034,-0.3364,-1.2781,-0.0511,-1.6175,1.0986,1.8136,-1.037,0.3969,1.4347,-1.6037,-1.5303,-0.8184 13.2 1 0
40 -1.1033,-0.4034,-0.3633,-0.1457,-0.3879,-0.2233,-0.4843,-1.2486,-1.4821,-0.6473,0.7855,-0.8571,-0.8758,1.714,0.1123,-0.5275,1.3064,-0.6732,1.2181,-0.2252,1.3853,-1.1388,0.8452,1.5729,-0.0753,0.376,-1.0445,-1.204,1.32,-1.7006,-0.2409,-0.7158,0.3426,0.9952,0.8183,-0.606,-1.1746,1.5169,-1.5133,1.3173 22.0 2 0
41 -1.1033,0.6602,-0.3633,-0.1451,0.023,-0.2012,-0.4843,-1.2363,0.3823,-0.7045,-0.861,1.0625,-0.773,1.6556,0.2738,0.986,-0.8202,-1.221,-1.0984,1.4793,1.5305,-0.7408,1.6751,-0.9424,0.9989,1.633,1.5291,0.7274,-0.35,-0.9885,-0.3425,-1.6406,-1.5494,-1.4851,0.5061,-0.2379,1.576,1.6294,1.4429,0.6547 23.6 2 0
42 -1.1033,-0.0489,-0.3633,-0.147,-0.9965,1.2448,-0.4843,-1.2241,1.6288,1.6337,0.2283,0.4318,-0.195,0.3526,0.4823,-0.5966,-1.0572,0.1907,0.1539,1.1452,-0.2893,-0.9277,-1.3668,-1.6764,1.8037,1.2257,-0.5816,-0.3878,0.4663,-1.2168,0.0573,-1.1419,-0.6051,1.688,-0.5956,0.1099,0.4225,1.1661,-1.2997,0.5843 60.6 2 0
43 -1.1033,-0.7579,-0.3633,-0.1453,0.1819,-0.7957,-0.4843,-1.2118,-0.9207,1.3208,0.6561,-0.7406,-1.6204,-0.5962,-1.4283,-0.2199,0.522,-0.438,1.5039,-0.2961,0.6271,0.5225,0.0621,1.2456,-1.0382,0.2952,-1.5731,-0.5778,-0.8432,-1.5541,0.7959,-0.2071,-1.4727,-0.1893,-1.1769,-0.1197,-1.638,0.8749,0.931,1.0036 19.6 2 0
44 -1.1033,2.0783,-0.3633,-0.1467,-0.764,-0.0869,-0.4843,-1.1996,-0.7229,-0.3075,-1.0911,1.0557,0.0674,0.2083,-0.9809,-1.0492,1.4598,-0.2578,0.6164,1.1013,0.6368,-1.1769,0.3689,1.6246,1.5199,1.6611,0.0816,0.7274,0.9901,-1.4008,1.5718,1.2661,-0.2393,1.1819,-1.464,1.7004,1.5399,1.3944,-0.4522,0.5525 31.5 2 0
45 -1.1033,-0.7579,-0.3633,-0.1462,-0.667,0.3776,-0.4843,-1.1873,-1.2243,1.0281,-0.5734,0.6032,0.8226,0.2151,0.3411,0.5437,1.2541,-0.732,-0.5456,1.0135,0.6206,1.2147,0.9029,-1.0803,-0.9053,-0.1999,-0.4331,-0.4195,0.1193,1.3487,-0.7965,-1.5878,1.0359,-1.4349,0.481,-1.6022,-1.2042,-0.3396,-0.3369,-1.28 32.4 2 0
46 -1.1033,-0.7579,-0.3633,-0.1459,-0.2251,-0.1929,-0.4843,-1.1751,-0.564,0.9474,-1.3679,0.5998,-0.8616,0.5005,-0.8194,-0.3927,-1.486,-0.2064,-1.057,0.2102,-1.0863,-1.5853,1.17,0.8631,0.3414,-0.3719,-0.9616,1.4274,1.3846,0.6502,-0.7355,-0.4845,-1.6225,-0.0996,0.743,-0.5959,0.9779,-0.5977,0.9106,-1.4175 27.5 2 0
47 -1.1033,1.7238,-0.3633,-0.1468,-0.8454,0.8759,-0.4843,-1.1629,-0.8041,0.076,-1.2385,0.1678,-1.4856,0.1636,-0.7723,0.0461,1.4598,-0.9747,-0.9593,1.6886,-0.0634,-0.4535,0.5096,-0.4153,-0.1616,0.9413,0.092,0.8364,-1.5711,0.6809,-0.434,-1.525,0.0673,-1.6108,-1.0944,-0.9572,-1.1845,-1.1271,1.192,0.8944 42.6 2 0
48 -1.1033,1.7238,-0.3633,-0.1473,-1.0431,1.5538,-0.4843,-1.1506,-0.4051,-0.6642,0.577,-1.3644,-0.3404,-1.3697,-1.2332,-0.8177,0.8776,0.6575,0.8007,1.2093,1.2918,-0.8896,0.8019,1.3145,0.636,0.3058,-1.4936,0.9279,0.1057,-0.4877,-1.1252,0.2388,0.0708,1.469,-0.6566,-0.0421,-0.1657,0.0311,-1.3676,-0.6633 87.9 2 0
49 -1.1033,1.7238,-0.3633,-0.1474,-1.0353,1.4385,-0.4843,-1.1384,1.4982,0.658,-1.8029,-0.4458,1.1736,-0.4896,-1.3677,-1.3499,-1.2769,0.0951,0.748,1.6076,-1.3089,0.9966,-0.9663,-1.6247,-1.534,-0.8881,-0.212,-0.5954,-0.9963,-1.3394,0.8196,0.7079,-1.5633,-1.4887,-0.8145,-1.0653,1.484,-1.1371,-0.042,0.4503 23.2 2 0
50 -1.1033,1.7238,-0.3633,-0.147,-0.888,0.7258,-0.4843,-1.1261,-0.1968,-0.1494,-0.8502,1.8132,-0.929,1.2981,-1.4955,-0.5655,-0.2868,0.1613,0.7405,-1.1804,-0.357,0.0449,0.34,-1.1251,0.3019,0.6323,-1.4073,1.1425,0.3064,0.2891,1.4295,1.4841,0.9906,0.3383,0.7501,0.3328,0.8695,1.1661,0.5242,-0.0113 31.6 2 0
51 -1.1033,-0.7579,-0.3633,-0.1449,0.2672,-0.2944,-0.4843,-1.1139,-0.956,-0.4489,-1.8172,-0.6617,0.4361,1.0161,-0.0693,0.7649,-0.9352,0.3451,-0.5945,1.0,-0.2764,-1.0627,0.4158,-1.7039,1.0241,-1.5412,-0.8891,0.9138,-1.0405,-1.4519,-1.0201,0.404,0.2345,-0.4908,0.1903,0.9237,-0.0211,-0.6308,0.0224,0.1402 17.2 2 0
52 -1.1033,-0.7579,-0.3633,-0.1454,0.3486,-0.8251,-0.4843,-1.1017,0.4282,-1.3875,1.4182,1.1448,-1.6062,1.0677,-0.8564,0.4228,-0.3461,-1.1989,-0.7449,-1.1872,1.1756,0.8443,-1.4354,-1.3835,-1.3041,-0.6809,1.3356,0.7098,-1.5541,0.6127,-1.3251,1.5667,-0.194,0.3096,0.5743,0.3632,0.4685,0.2031,-0.2352,-0.3144 19.3 2 0
53 -1.1033,-0.7579,-0.3633,-0.1447,0.4765,-0.8246,-0.4843,-1.0894,0.0892,-1.1184,1.0839,0.4249,0.0177,1.494,-0.5806,1.1035,0.8532,1.7787,0.4697,0.7334,1.0433,0.6194,0.2678,0.9217,-0.0502,-0.702,0.8589,1.5998,-0.4045,0.0029,0.1793,0.1596,1.3495,-1.6538,0.6604,1.5552,-1.3554,0.448,-0.4895,-0.2792 19.1 2 0
54 -1.1033,0.3057,-0.3633,-0.1457,0.0268,-0.6113,-0.4843,-1.0772,0.5024,0.8027,-1.4757,-1.5496,0.6949,0.5624,-0.2644,1.7151,1.6341,0.4002,-0.7787,0.7064,1.4531,0.1764,0.488,0.3221,-1.746,0.7833,-0.3675,0.7696,1.5683,1.41,1.294,-0.3029,0.7502,-0.1929,-0.1685,0.0221,0.3765,-1.1999,-1.3404,1.4829 23.4 2 0
55 -1.1033,2.4328,-0.3633,-0.1449,0.0307,-0.7472,-0.4843,-1.0649,0.8343,-1.3707,1.598,-0.6172,0.6027,-0.8884,1.1786,-1.2428,-0.3914,0.7016,-0.2222,0.3756,1.4757,0.5017,-0.5693,-1.2181,1.0708,1.4083,-1.0964,0.4002,-1.0031,-1.428,-1.6944,-1.5481,-0.8525,1.1388,0.7645,1.6058,0.4258,-0.697,-0.8455,-1.0474 21.9 2 0
56 -1.1033,1.3692,-0.3633,-0.1423,0.5191,0.3182,-0.4843,-1.0527,1.4911,-1.0141,0.6058,0.7917,-0.9538,-1.6207,1.2728,1.6253,0.6475,0.2642,-0.2899,-1.437,0.6464,1.5227,1.3432,-0.1258,1.7031,1.6962,1.194,1.1671,-0.5473,-0.8216,1.3245,0.4139,0.3077,1.3183,-1.3456,-1.5988,-0.6849,0.2197,1.3378,-0.8325 14.5 2 1
57 -1.1033,-0.7579,-0.3633,-0.1468,-0.4306,0.1529,-0.4843,-1.0405,0.7672,1.1963,1.2529,-0.9154,-0.9325,0.7755,-1.3475,0.3191,1.5853,0.9847,1.4437,0.0887,-1.4864,-0.1247,-0.6018,-0.7012,0.2229,1.3872,0.7034,-0.7572,1.6159,-0.4775,-1.6198,-0.9569,-0.7515,0.1768,1.3064,0.1268,0.8333,1.4772,-0.659,0.0345 34.8 2 0
58 -1.1033,-0.7579,-0.3633,-0.1458,0.3835,-0.8639,-0.4843,-1.0282,-1.5174,0.8363,0.1456,-0.3772,-0.3794,1.219,-1.6032,0.7821,0.6684,0.7127,-0.6095,-1.6395,-0.3506,1.6958,-1.0204,-1.4903,-0.3951,-0.6844,1.2527,-1.6648,1.2282,-1.4178,-0.9591,-0.3921,1.3843,-0.778,-0.8575,1.204,1.3657,1.3084,-0.2352,-0.1382 16.9 2 0
59 -1.1033,-0.7579,-0.3633,-0.1473,-0.6244,-0.1262,-0.4843,-1.016,1.5229,-1.0511,1.1702,-1.0148,1.4395,-0.4174,-0.6411,1.608,-0.0149,-0.3056,-0.241,-0.6573,-0.9701,0.0068,0.2931,0.5771,1.4696,0.8641,0.1922,1.6279,0.8472,-0.3991,1.6429,1.4081,-1.6434,-0.9,0.7071,-1.1531,0.8366,0.041,-0.1573,-0.836 22.0 2 0
60 -1.1033,-0.7579,-0.3633,-0.1474,-0.8764,0.1765,-0.4843,-1.0037,-0.6558,-0.8627,-0.577,1.1208,1.5423,1.7106,-0.7521,0.6647,-0.36,-0.6695,0.7969,0.5849,-1.3928,-1.0696,0.856,0.2084,0.2875,1.5031,0.3822,-0.8838,-1.1119,0.2175,-1.4775,0.7607,-0.7341,-1.1908,1.17,1.5619,-1.0432,-0.8095,1.4565,1.4406 30.0 2 0
61 -1.1033,-0.7579,-0.3633,-0.1469,0.3059,-0.314,-0.4843,-0.9915,-0.5887,-1.3034,0.0126,1.4842,1.2303,-0.2043,-1.5224,-0.4515,-0.8829,1.0803,-0.869,1.3241,-0.7894,-0.322,-1.8504,-0.5117,-0.2047,0.6674,0.6067,-0.6481,1.1057,0.2346,-0.1697,-1.5316,-0.1975,-0.918,-1.1877,0.3632,0.4653,0.7624,1.2157,-1.5831 16.8 2 0
